Age,Annual Income,Gender,Home Owner,Marital Status,Monthly Billed Amount,Uses Voice Service
19,194394,Female,Yes,Single,32,No
30,60678,Male,Yes,Single,112,No
30,60678,Male,Yes,Single,112,No
12,7691,Male,No,Single,14,No
12,7691,Male,No,Single,14,No
12,7691,Male,No,Single,14,No
59,149748,Female,Yes,Married,65,No
59,149748,Female,Yes,Married,65,No
71,27327,Male,Yes,Married,26,No
71,27327,Male,Yes,Married,26,No
14,143610,Female,No,Married,106,No
14,143610,Female,No,Married,106,No
26,201524,Male,No,Married,66,No
26,201524,Male,No,Married,66,No
22,91610,Female,Yes,Single,4,No
22,91610,Female,Yes,Single,4,No
40,134061,Female,Yes,Married,117,No
40,134061,Female,Yes,Married,117,No
38,79104,Female,Yes,Single,26,No
38,79104,Female,Yes,Single,26,No
28,43782,Female,Yes,Single,67,No
28,43782,Female,Yes,Single,67,No
28,43782,Female,Yes,Single,67,No
51,217980,Female,Yes,Married,107,No
51,217980,Female,Yes,Married,107,No
13,138011,Male,Yes,Single,61,No
13,138011,Male,Yes,Single,61,No
12,175311,Male,No,Single,91,No
12,175311,Male,No,Single,91,No
12,175311,Male,No,Single,91,No
61,100494,Male,Yes,Married,8,No
61,100494,Male,Yes,Married,8,No
61,100494,Male,Yes,Married,8,No
31,239594,Female,Yes,Married,70,No
31,239594,Female,Yes,Married,70,No
26,86018,Female,Yes,Single,38,No
26,86018,Female,Yes,Single,38,No
26,86018,Female,Yes,Single,38,No
26,75483,Female,Yes,Married,52,No
26,75483,Female,Yes,Married,52,No
63,214583,Male,Yes,Married,115,No
63,214583,Male,Yes,Married,115,No
63,214583,Male,Yes,Married,115,No
39,246724,Female,Yes,Married,104,No
39,246724,Female,Yes,Married,104,No
36,169936,Female,Yes,Single,28,No
36,169936,Female,Yes,Single,28,No
74,16136,Male,Yes,Married,14,No
74,16136,Male,Yes,Married,14,No
25,80418,Female,Yes,Married,112,No
25,80418,Female,Yes,Married,112,No
22,3630,Female,Yes,Married,36,No
22,3630,Female,Yes,Married,36,No
19,176842,Female,Yes,Married,80,No
19,176842,Female,Yes,Married,80,No
60,132195,Male,Yes,Single,113,No
60,132195,Male,Yes,Single,113,No
60,132195,Male,Yes,Single,113,No
32,87548,Female,Yes,Married,26,No
32,87548,Female,Yes,Married,26,No
16,126820,Female,Yes,Single,49,No
16,126820,Female,Yes,Single,49,No
53,5385,Male,Yes,Married,6,No
53,5385,Male,Yes,Married,6,No
29,37526,Female,Yes,Single,115,No
29,37526,Female,Yes,Single,115,No
42,208767,Female,Yes,Married,47,No
42,208767,Female,Yes,Married,47,No
37,44656,Female,Yes,Single,29,No
37,44656,Female,Yes,Single,29,No
12,76798,Female,Yes,Married,19,No
12,76798,Female,Yes,Married,19,No
25,237504,Female,Yes,Married,85,No
25,237504,Female,Yes,Married,85,No
25,237504,Female,Yes,Married,85,No
33,5169,Female,No,Single,104,No
33,5169,Female,No,Single,104,No
27,101592,Female,Yes,Married,71,No
27,101592,Female,Yes,Married,71,No
30,167846,Female,Yes,Married,42,No
30,167846,Female,Yes,Married,42,No
25,14270,Female,Yes,Single,10,No
25,14270,Female,Yes,Single,10,No
16,44440,Female,Yes,Married,7,No
16,44440,Female,Yes,Married,7,No
13,244418,Female,Yes,Single,96,No
13,244418,Female,Yes,Single,96,No
13,244418,Female,Yes,Single,96,No
40,28530,Male,Yes,Single,78,No
40,28530,Male,Yes,Single,78,No
13,233883,Female,Yes,Married,111,No
13,233883,Female,Yes,Married,111,No
39,65830,Male,Yes,Single,108,No
39,65830,Male,Yes,Single,108,No
21,241013,Female,Yes,Single,25,No
21,241013,Female,Yes,Single,25,No
12,21183,Female,Yes,Married,21,Yes
12,21183,Female,Yes,Married,21,Yes
37,228508,Male,No,Married,47,No
37,228508,Male,No,Married,47,No
26,171355,Male,Yes,Single,102,No
26,171355,Male,Yes,Single,102,No
26,171355,Male,Yes,Single,102,No
36,64404,Female,No,Married,108,No
36,64404,Female,No,Married,108,No
36,64404,Female,No,Married,108,No
68,39393,Male,No,Single,33,No
68,39393,Male,No,Single,33,No
44,61000,Female,Yes,Single,37,No
44,61000,Female,Yes,Single,37,No
21,207230,Male,Yes,Married,13,No
21,207230,Male,Yes,Married,13,No
13,226865,Male,Yes,Married,24,No
13,226865,Male,Yes,Married,24,No
13,226865,Male,Yes,Married,24,No
32,41148,Female,Yes,Married,3,No
32,41148,Female,Yes,Married,3,No
51,105431,Female,Yes,Single,101,Yes
51,105431,Female,Yes,Single,101,Yes
73,246501,Male,Yes,Single,36,No
73,246501,Male,Yes,Single,36,No
29,203825,Female,Yes,Single,61,No
29,203825,Female,Yes,Single,61,No
48,18108,Female,Yes,Married,40,No
48,18108,Female,Yes,Married,40,No
18,157207,Female,Yes,Single,102,Yes
18,157207,Female,Yes,Single,102,Yes
29,241126,Female,Yes,Single,92,No
29,241126,Female,Yes,Single,92,No
69,196479,Male,No,Married,5,No
69,196479,Male,No,Married,5,No
20,227,Female,No,Married,118,No
20,227,Female,No,Married,118,No
31,94680,Female,Yes,Single,93,No
31,94680,Female,Yes,Single,93,No
12,19863,Female,Yes,Single,10,No
12,19863,Female,Yes,Single,10,No
53,225216,Male,No,Married,43,No
53,225216,Male,No,Married,43,No
53,225216,Male,No,Married,43,No
41,178598,Female,Yes,Married,83,No
41,178598,Female,Yes,Married,83,No
39,101810,Female,Yes,Married,7,No
39,101810,Female,Yes,Married,7,No
39,101810,Female,Yes,Married,7,No
20,26993,Female,Yes,Single,43,No
20,26993,Female,Yes,Single,43,No
20,26993,Female,Yes,Single,43,No
61,232346,Male,Yes,Married,77,No
61,232346,Male,Yes,Married,77,No
30,110911,Female,No,Single,33,No
30,110911,Female,No,Single,33,No
38,128576,Male,Yes,Single,52,No
38,128576,Male,Yes,Single,52,No
22,130547,Female,Yes,Married,45,No
22,130547,Female,Yes,Married,45,No
38,118041,Male,Yes,Married,67,No
38,118041,Male,Yes,Married,67,No
33,214465,Male,Yes,Married,35,No
33,214465,Male,Yes,Married,35,No
34,78553,Male,Yes,Married,22,No
34,78553,Male,Yes,Married,22,No
16,3736,Female,Yes,Single,58,No
16,3736,Female,Yes,Single,58,No
38,144807,Male,Yes,Married,113,No
38,144807,Male,Yes,Married,113,No
38,144807,Male,Yes,Married,113,No
37,182107,Male,Yes,Married,23,No
37,182107,Male,Yes,Married,23,No
34,105319,Male,No,Married,67,No
34,105319,Male,No,Married,67,No
25,124955,Male,Yes,Single,79,No
25,124955,Male,Yes,Single,79,No
34,153916,Male,Yes,Married,98,No
34,153916,Male,Yes,Married,98,No
61,188028,Female,Yes,Married,79,No
61,188028,Female,Yes,Married,79,No
50,141410,Female,Yes,Married,0,Yes
50,141410,Female,Yes,Married,0,Yes
50,141410,Female,Yes,Married,0,Yes
69,205692,Female,No,Single,98,No
69,205692,Female,No,Single,98,No
17,193187,Male,No,Single,1,No
17,193187,Male,No,Single,1,No
69,195158,Male,No,Married,113,No
69,195158,Male,No,Married,113,No
14,116399,Male,No,Single,45,No
14,116399,Male,No,Single,45,No
36,7469,Female,Yes,Single,99,No
36,7469,Female,Yes,Single,99,No
61,214794,Female,Yes,Single,5,No
61,214794,Female,Yes,Single,5,No
58,138006,Female,Yes,Single,49,No
58,138006,Female,Yes,Single,49,No
25,200317,Male,Yes,Single,35,No
25,200317,Male,Yes,Single,35,No
28,16571,Female,Yes,Married,6,No
28,16571,Female,Yes,Married,6,No
19,46741,Male,Yes,Married,2,No
19,46741,Male,Yes,Married,2,No
25,189782,Male,Yes,Married,49,No
25,189782,Male,Yes,Married,49,No
38,111023,Female,Yes,Single,101,No
38,111023,Female,Yes,Single,101,No
22,112994,Male,Yes,Single,93,No
22,112994,Male,Yes,Single,93,No
79,66376,Male,No,Married,14,No
79,66376,Male,No,Married,14,No
60,241559,Male,Yes,Married,50,No
60,241559,Male,Yes,Married,50,No
73,162800,Male,Yes,Single,101,No
73,162800,Male,Yes,Single,101,No
79,55842,Male,No,Single,29,No
79,55842,Male,No,Single,29,No
38,137789,Female,Yes,Married,26,No
38,137789,Female,Yes,Married,26,No
57,191537,Male,Yes,Single,19,No
57,191537,Male,Yes,Single,19,No
70,102243,Male,Yes,Single,85,No
70,102243,Male,Yes,Single,85,No
37,164555,Female,No,Single,71,Yes
37,164555,Female,No,Single,71,Yes
67,3625,Male,No,Married,24,No
67,3625,Male,No,Married,24,No
67,3625,Male,No,Married,24,No
34,65936,Male,Yes,Married,10,No
34,65936,Male,Yes,Married,10,No
39,208978,Female,Yes,Single,57,No
39,208978,Female,Yes,Single,57,No
34,55402,Female,Yes,Single,25,No
34,55402,Female,Yes,Single,25,No
34,55402,Female,Yes,Single,25,No
28,151825,Female,No,Married,112,No
28,151825,Female,No,Married,112,No
23,248249,Male,Yes,Married,80,No
23,248249,Male,Yes,Married,80,No
39,7574,Female,Yes,Single,88,No
39,7574,Female,Yes,Single,88,No
37,180786,Female,Yes,Single,12,No
37,180786,Female,Yes,Single,12,No
12,212927,Female,Yes,Married,1,No
12,212927,Female,Yes,Married,1,No
34,103998,Female,No,Single,55,No
34,103998,Female,No,Single,55,No
31,27210,Female,No,Single,99,No
31,27210,Female,No,Single,99,No
63,12733,Male,No,Married,9,No
63,12733,Male,No,Married,9,No
23,46846,Female,Yes,Married,111,Yes
23,46846,Female,Yes,Married,111,Yes
35,185721,Female,Yes,Single,72,No
35,185721,Female,Yes,Single,72,No
27,215892,Female,Yes,Single,68,Yes
27,215892,Female,Yes,Single,68,Yes
27,205357,Female,Yes,Single,83,No
27,205357,Female,Yes,Single,83,No
68,160710,Male,No,Married,116,No
68,160710,Male,No,Married,116,No
37,49810,Female,Yes,Single,58,No
37,49810,Female,Yes,Single,58,No
13,81951,Male,No,Single,47,No
13,81951,Male,No,Single,47,No
37,17445,Female,Yes,Single,88,No
37,17445,Female,Yes,Single,88,No
69,2968,Male,Yes,Single,118,No
69,2968,Male,Yes,Single,118,No
33,217422,Female,Yes,Married,57,No
33,217422,Female,Yes,Married,57,No
55,108493,Female,No,Single,112,No
55,108493,Female,No,Single,112,No
21,148974,Male,Yes,Single,112,No
21,148974,Male,Yes,Single,112,No
21,148974,Male,Yes,Single,112,No
40,191426,Male,Yes,Married,105,No
40,191426,Male,Yes,Married,105,No
17,28524,Female,Yes,Married,65,No
17,28524,Female,Yes,Married,65,No
17,28524,Female,Yes,Married,65,No
28,112443,Female,Yes,Married,55,No
28,112443,Female,Yes,Married,55,No
28,112443,Female,Yes,Married,55,No
21,175740,Male,No,Married,38,No
21,175740,Male,No,Married,38,No
21,175740,Male,No,Married,38,No
17,77121,Female,Yes,Single,96,No
17,77121,Female,Yes,Single,96,No
48,18983,Female,Yes,Married,35,No
48,18983,Female,Yes,Married,35,No
48,18983,Female,Yes,Married,35,No
32,20954,Female,Yes,Married,28,No
32,20954,Female,Yes,Married,28,No
20,202505,Male,Yes,Single,83,No
20,202505,Male,Yes,Single,83,No
26,95547,Male,Yes,Single,10,No
26,95547,Male,Yes,Single,10,No
61,157859,Female,Yes,Married,116,No
61,157859,Female,Yes,Married,116,No
15,48929,Male,No,Single,51,No
15,48929,Male,No,Single,51,No
15,48929,Male,No,Single,51,No
37,179465,Female,Yes,Single,0,No
37,179465,Female,Yes,Single,0,No
74,68565,Male,Yes,Married,62,No
74,68565,Male,Yes,Married,62,No
74,58030,Male,Yes,Single,77,No
74,58030,Male,Yes,Single,77,No
69,154454,Male,Yes,Single,45,Yes
69,154454,Male,Yes,Single,45,Yes
69,154454,Male,Yes,Single,45,Yes
44,186595,Female,Yes,Married,34,No
44,186595,Female,Yes,Married,34,No
26,225105,Male,Yes,Married,42,No
26,225105,Male,Yes,Married,42,No
48,116176,Female,No,Single,96,No
48,116176,Female,No,Single,96,No
32,118147,Male,Yes,Single,89,No
32,118147,Male,Yes,Single,89,No
29,41359,Male,Yes,Single,13,No
29,41359,Male,Yes,Single,13,No
24,137783,Male,Yes,Single,101,No
24,137783,Male,Yes,Single,101,No
18,234206,Male,Yes,Married,68,No
18,234206,Male,Yes,Married,68,No
62,16348,Female,Yes,Married,57,No
62,16348,Female,Yes,Married,57,No
31,155447,Male,Yes,Single,0,No
31,155447,Male,Yes,Single,0,No
26,1871,Male,No,Single,87,No
26,1871,Male,No,Single,87,No
69,34012,Female,Yes,Married,76,No
69,34012,Female,Yes,Married,76,No
23,175083,Male,Yes,Single,11,No
45,66154,Female,No,Single,66,No
45,66154,Female,No,Single,66,No
17,21507,Male,Yes,Single,99,No
17,21507,Male,Yes,Single,99,No
20,87760,Male,Yes,Married,70,No
20,87760,Male,Yes,Married,70,No
20,87760,Male,Yes,Married,70,No
12,117931,Male,Yes,Married,66,No
12,117931,Male,Yes,Married,66,No
34,9001,Male,Yes,Single,1,No
34,9001,Male,Yes,Single,1,No
77,30608,Male,No,Single,5,Yes
77,30608,Male,No,Single,5,Yes
77,30608,Male,No,Single,5,Yes
39,189343,Female,No,Married,79,No
39,189343,Female,No,Married,79,No
23,191314,Male,No,Single,71,Yes
23,191314,Male,No,Single,71,Yes
42,5597,Female,No,Single,50,No
42,5597,Female,No,Single,50,No
30,208979,Female,Yes,Married,90,No
30,208979,Female,Yes,Married,90,No
30,208979,Female,Yes,Married,90,No
35,139321,Female,Yes,Single,48,No
35,139321,Female,Yes,Single,48,No
63,173433,Male,Yes,Single,30,No
63,173433,Male,Yes,Single,30,No
32,62533,Female,No,Single,92,No
32,62533,Female,No,Single,92,No
32,62533,Female,No,Single,92,No
16,64504,Male,No,Married,84,No
16,64504,Male,No,Married,84,No
76,94674,Male,Yes,Married,81,No
76,94674,Male,Yes,Married,81,No
35,128786,Female,No,Married,63,No
35,128786,Female,No,Married,63,No
70,191098,Male,Yes,Married,49,No
70,191098,Male,Yes,Married,49,No
52,116281,Female,No,Single,85,No
52,116281,Female,No,Single,85,No
13,25016,Male,No,Married,39,Yes
13,25016,Male,No,Married,39,Yes
35,155552,Female,Yes,Single,108,No
35,155552,Female,Yes,Single,108,No
26,185722,Female,No,Married,105,No
26,185722,Female,No,Married,105,No
26,185722,Female,No,Married,105,No
32,78764,Female,Yes,Single,32,No
32,78764,Female,Yes,Single,32,No
32,78764,Female,Yes,Single,32,No
54,219835,Male,Yes,Married,87,No
54,219835,Male,Yes,Married,87,No
42,173217,Female,No,Married,7,No
42,173217,Female,No,Married,7,No
48,66258,Female,Yes,Married,54,No
48,66258,Female,Yes,Married,54,No
23,76569,Male,Yes,Single,58,No
23,76569,Male,Yes,Single,58,No
61,215669,Female,Yes,Single,0,No
61,215669,Female,Yes,Single,0,No
36,215445,Male,Yes,Married,19,No
36,215445,Male,Yes,Married,19,No
16,210293,Male,Yes,Single,56,No
16,210293,Male,Yes,Single,56,No
44,244405,Female,Yes,Single,38,No
44,244405,Female,Yes,Single,38,No
33,246384,Female,No,Married,109,Yes
33,246384,Female,No,Married,109,Yes
38,139426,Male,Yes,Single,36,No
38,139426,Male,Yes,Single,36,No
49,233879,Male,Yes,Married,12,No
49,233879,Male,Yes,Married,12,No
46,157090,Male,No,Married,55,No
46,157090,Male,No,Married,55,No
24,5485,Female,Yes,Married,16,No
24,5485,Female,Yes,Married,16,No
16,35655,Female,Yes,Single,12,No
16,35655,Female,Yes,Single,12,No
43,69768,Male,Yes,Single,114,No
43,69768,Male,Yes,Single,114,No
62,134050,Male,No,Single,93,No
62,134050,Male,No,Single,93,No
51,76898,Male,Yes,Single,28,No
51,76898,Male,Yes,Single,28,No
51,76898,Male,Yes,Single,28,No
70,141180,Female,Yes,Single,6,No
70,141180,Female,Yes,Single,6,No
40,30280,Male,No,Single,68,No
40,30280,Male,No,Single,68,No
65,237604,Female,Yes,Single,94,No
65,237604,Female,Yes,Single,94,No
78,158845,Female,Yes,Married,25,No
78,158845,Female,Yes,Married,25,No
78,158845,Female,Yes,Married,25,No
15,51887,Female,Yes,Single,73,No
15,51887,Female,Yes,Single,73,No
37,192957,Male,Yes,Married,7,No
37,192957,Male,Yes,Married,7,No
37,192957,Male,Yes,Married,7,No
13,225099,Female,Yes,Single,116,No
13,225099,Female,Yes,Single,116,No
78,148311,Female,Yes,Single,40,No
78,148311,Female,Yes,Single,40,No
29,212593,Male,Yes,Single,19,No
29,212593,Male,Yes,Single,19,No
42,133834,Male,Yes,Married,70,No
42,133834,Male,Yes,Married,70,No
32,87978,Male,Yes,Married,5,No
32,87978,Male,Yes,Married,5,No
16,89949,Male,Yes,Married,118,No
16,89949,Male,Yes,Married,118,No
16,89949,Male,Yes,Married,118,No
37,231019,Female,Yes,Single,53,No
37,231019,Female,Yes,Single,53,No
61,236178,Female,Yes,Married,94,Yes
61,236178,Female,Yes,Married,94,Yes
67,129220,Male,Yes,Single,21,No
67,129220,Male,Yes,Single,21,No
21,20291,Male,Yes,Married,76,No
21,20291,Male,Yes,Married,76,No
34,191532,Female,Yes,Single,7,No
34,191532,Female,Yes,Single,7,No
15,116714,Male,Yes,Married,43,No
15,116714,Male,Yes,Married,43,No
59,148856,Female,No,Single,33,No
59,148856,Female,No,Single,33,No
50,179026,Female,Yes,Single,29,No
50,179026,Female,Yes,Single,29,No
50,179026,Female,Yes,Single,29,No
56,72068,Female,Yes,Single,76,No
56,72068,Female,Yes,Single,76,No
25,211167,Male,Yes,Married,19,No
25,211167,Male,Yes,Married,19,No
25,211167,Male,Yes,Married,19,No
45,14915,Female,Yes,Married,12,Yes
45,14915,Female,Yes,Married,12,Yes
45,14915,Female,Yes,Married,12,Yes
20,47056,Male,No,Single,1,No
20,47056,Male,No,Single,1,No
77,439,Male,Yes,Single,42,Yes
77,439,Male,Yes,Single,42,Yes
30,141509,Female,Yes,Married,96,No
30,141509,Female,Yes,Married,96,No
71,96862,Male,Yes,Single,9,No
71,96862,Male,Yes,Single,9,No
71,86328,Male,Yes,Married,24,No
71,86328,Male,Yes,Married,24,No
60,39710,Male,Yes,Married,65,No
60,39710,Male,Yes,Married,65,No
63,105964,Male,Yes,Married,36,No
63,105964,Male,Yes,Married,36,No
30,168275,Female,No,Single,22,No
30,168275,Female,No,Single,22,No
27,91487,Female,Yes,Single,65,No
27,91487,Female,Yes,Single,65,No
28,102783,Female,Yes,Single,66,No
28,102783,Female,Yes,Single,66,No
24,63295,Female,Yes,Single,20,No
24,63295,Female,Yes,Single,20,No
24,63295,Female,Yes,Single,20,No
74,238478,Female,Yes,Married,56,No
74,238478,Female,Yes,Married,56,No
19,159719,Female,Yes,Single,108,No
19,159719,Female,Yes,Single,108,No
38,224002,Male,Yes,Single,86,No
38,224002,Male,Yes,Single,86,No
35,147214,Male,Yes,Single,10,No
35,147214,Male,Yes,Single,10,No
29,233103,Male,No,Married,112,No
29,233103,Male,No,Married,112,No
21,61869,Male,Yes,Single,20,No
21,61869,Male,Yes,Single,20,No
27,204911,Male,Yes,Married,67,No
27,204911,Male,Yes,Married,67,No
39,104321,Male,No,Married,13,No
39,104321,Male,No,Married,13,No
42,170575,Male,No,Single,104,No
42,170575,Male,No,Single,104,No
12,59675,Female,Yes,Single,46,No
12,59675,Female,Yes,Single,46,No
28,36634,Male,Yes,Married,83,No
28,36634,Male,Yes,Married,83,No
50,177705,Female,Yes,Single,18,No
50,177705,Female,Yes,Single,18,No
17,240017,Female,No,Married,4,No
17,240017,Female,No,Married,4,No
38,131087,Male,Yes,Single,58,Yes
38,131087,Male,Yes,Single,58,Yes
36,54299,Male,Yes,Single,102,No
36,54299,Male,Yes,Single,102,No
14,152694,Male,Yes,Single,62,No
14,152694,Male,Yes,Single,62,No
49,215005,Female,No,Single,48,No
49,215005,Female,No,Single,48,No
46,127683,Female,Yes,Married,107,No
46,127683,Female,Yes,Married,107,No
57,222136,Female,Yes,Single,82,No
57,222136,Female,Yes,Single,82,No
24,23912,Male,Yes,Single,83,No
24,23912,Male,Yes,Single,83,No
24,13378,Male,Yes,Married,98,Yes
24,13378,Male,Yes,Married,98,Yes
65,218731,Female,Yes,Single,11,No
65,218731,Female,Yes,Single,11,No
29,204254,Male,Yes,Single,40,No
29,204254,Male,Yes,Single,40,No
61,168709,Female,Yes,Married,100,Yes
61,168709,Female,Yes,Married,100,Yes
15,59779,Male,Yes,Single,35,No
15,59779,Male,Yes,Single,35,No
18,185164,Female,Yes,Single,21,No
18,185164,Female,Yes,Single,21,No
35,216320,Male,Yes,Married,14,No
35,216320,Male,Yes,Married,14,No
16,227399,Male,Yes,Single,112,No
16,227399,Male,Yes,Single,112,No
48,202388,Female,Yes,Married,36,No
48,202388,Female,Yes,Married,36,No
48,202388,Female,Yes,Married,36,No
27,50783,Female,Yes,Married,117,No
27,50783,Female,Yes,Married,117,No
15,243631,Female,Yes,Married,52,No
15,243631,Female,Yes,Married,52,No
36,172002,Female,Yes,Married,17,Yes
36,172002,Female,Yes,Married,17,Yes
55,236284,Male,Yes,Single,116,No
55,236284,Male,Yes,Single,116,No
31,18426,Female,No,Married,105,No
31,18426,Female,No,Married,105,No
25,114849,Female,Yes,Married,73,No
25,114849,Female,Yes,Married,73,No
22,38061,Female,Yes,Married,116,No
22,38061,Female,Yes,Married,116,No
41,102344,Male,Yes,Married,95,No
41,102344,Male,Yes,Married,95,No
35,166402,Female,Yes,Single,92,No
35,166402,Female,Yes,Single,92,No
30,12826,Female,Yes,Single,60,No
30,12826,Female,Yes,Single,60,No
27,186038,Female,Yes,Single,104,No
27,186038,Female,Yes,Single,104,No
34,203703,Female,Yes,Single,3,No
34,203703,Female,Yes,Single,3,No
37,19956,Female,Yes,Single,94,No
37,19956,Female,Yes,Single,94,No
20,69762,Female,Yes,Single,102,No
20,69762,Female,Yes,Single,102,No
26,212804,Female,Yes,Married,29,No
26,212804,Female,Yes,Married,29,No
